XTF Segment of Deutsche Börse Group,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
SPDR S&P 500 Low Volatility UCITS ETF,IE00B802KR88,SPDR,Full Replication,Accumulating,0.59356163,4.02685151,-0.8525990768405562,4.722307743028078e-05,60.0309061714465,28.6,Equities
Lyxor UCITS ETF MSCI World Consumer Discretionary TR ,LU0533032008,Lyxor ETF,Swap-based,Accumulating,0.592791077,0.24073542,1.4624173584427251,4.7161773123964464e-05,46.093700049999995,57.18,Equities
SPDR S&P U.S. Consumer Staples Select Sector UCITS ETF,IE00BWBXM385,SPDR,Full Replication,Accumulating,0.5894620150000001,1.7644999999999998e-05,,4.689691679793105e-05,3.7869526013931996,134.48,Equities
db x-trackers MSCI World Telecom Services Index UCITS ETF,LU0540980579,db X-trackers,Swap-based,Accumulating,0.5833296,0.009708,59.08751545117429,4.64090289464545e-05,6.591794168319999,52.82,Equities
ComStage EURO STOXX 50 Daily Leverage UCITS ETF,LU0392496930,ComStage ETF,Swap-based,Accumulating,0.580688282,15.750666019999999,-0.9631324617471636,4.61988887383821e-05,20.866517769999998,17.97,Equities
Amundi ETF MSCI Europe ex EMU UCITS ETF,FR0010821819,Amundi ETF,Swap-based,Acc / Distr,0.5803599399999999,0.54262177,0.06954783623959626,4.617276622825688e-05,311.42916637,15.47,Equities
Lyxor UCITS ETF STOXX Europe 600 Insurance ,FR0010344903,Lyxor ETF,Swap-based,Accumulating,0.57111741,0.0458604,11.453389198524217,4.54374412210766e-05,62.97671281,23.47,Equities
db x-trackers JPX-Nikkei 400 UCITS ETF (DR),IE00BPVLQD13,db X-trackers,Full Replication,Distributing,0.56402516,0.42386158,0.3306824364690002,4.4873190006076555e-05,69.64741673061825,45.48,Equities
SPDR S&P Pan Asia Dividend Aristocrats UCITS ETF,IE00B9KNR336,SPDR,Optimised,Distributing,0.56344315,2.01906771,-0.720938952562418,4.482688596298132e-05,26.837796375805,45.11,Equities
UBS ETF - MSCI Europe ex UK UCITS ETF (EUR) A-dis,LU1048312067,UBS-ETF,Full Replication,Distributing,0.5562483,0.087966,5.323446558897756,4.4254472010534194e-05,13.67509924,32.96,Equities
EasyETF NMX30 Infrastructure Global,LU0315440411,EasyETF,Swap-based,Accumulating,0.55562466,0.474148734,0.1718362196449521,4.420485593274187e-05,26.23621472,141.98,Equities
db x-trackers MSCI Pakistan IM Index UCITS ETF,LU0659579147,db X-trackers,Swap-based,Accumulating,0.547999148,0.993573289,-0.4484562396483668,4.359817900919893e-05,20.02314773792,270.6,Equities
HSBC MSCI Japan UCITS ETF ,DE000A1C0BD3,HSBC ETFs,Optimised,Distributing,0.54625898,2.76802314,-0.8026537523815642,4.3459733253859756e-05,157.6548967,25.91,Equities
ComStage FTSE China A50 UCITS ETF,LU0947415054,ComStage ETF,Swap-based,Accumulating,0.54325589,0.49891181,0.08888160013690594,4.322081088349006e-05,16.39948245,69.82,Equities
Deka MSCI Emerging Markets UCITS ETF,DE000ETFL342,Deka ETFs,Swap-based,Accumulating,0.53996254,0.09013539100000001,4.990571894229648,4.29587957629119e-05,14.661657882587244,29.82,Equities
UBS ETF – MSCI EMU Small Cap UCITS ETF (EUR) A-dis,LU0671493277,UBS-ETF,Full Replication,Distributing,0.52199145,1.25336698,-0.5835286405901645,4.1529036607865876e-05,36.83134675,33.1,Equities
Amundi ETF FTSE EPRA Europe Real Estate UCITS ETF,FR0010791160,Amundi ETF,Swap-based,Acc / Distr,0.51649347,0.00982861,51.55000147528491,4.109162367190818e-05,25.552705650000004,18.02,Equities
ComStage STOXX Europe 600 Media NR UCITS ETF,LU0378436363,ComStage ETF,Swap-based,Accumulating,0.51495146,0.33320909000000004,0.5454304082760766,4.09689431380801e-05,8.22709274,23.27,Equities
db x-trackers MSCI Turkey Index UCITS ETF (DR),IE00B9L63S81,db X-trackers,Full Replication,Distributing,0.50988163,0.30244218,0.6858813476347776,4.056559332140081e-05,6.8156433961,54.98,Equities
RBS Market Access TOPIX EUR Hedged Index ETF,LU0562666403,RBS Market Access,Swap-based,Accumulating,0.50987993,0.67556081,-0.24524939509146482,4.0565458071365136e-05,5.87811384,195.65,Equities
db x-trackers MSCI EM Information Technology Index UCITS ETF,LU0592217102,db X-trackers,Swap-based,Accumulating,0.5073113300000001,1.5583662839999999,-0.6744595059527096,4.0361103223348064e-05,76.652096286,127.09,Equities
SPDR FTSE UK All Share UCITS ETF,IE00B7452L46,SPDR,Optimised,Accumulating,0.49951038000000003,0.24354583999999999,1.050991222022105,3.9740468655241373e-05,189.9055967644725,24.35,Equities
Lyxor UCITS ETF MSCI World Telecommunication Services TR ,LU0533034129,Lyxor ETF,Swap-based,Accumulating,0.49807071999999997,0.01014664,48.08725647110767,3.962593096914923e-05,20.932837579999998,69.54,Equities
iShares MSCI USA Dividend IQ UCITS ETF,IE00BKM4H312,iShares,Full Replication,Distributing,0.49685504999999996,0.11161285,3.451593611309092,3.9529213668639646e-05,66.9998368824026,34.27,Equities
UBS ETF – MSCI Canada UCITS ETF (CAD) A-dis,LU0446734872,UBS-ETF,Full Replication,Distributing,0.49128918,1.90040816,-0.7414822824166363,3.908639948272794e-05,132.3818926,41.94,Equities
UBS (Irl) ETF plc - S&P 500 UCITS ETF (USD) A-dis,IE00B7K93397,UBS-ETF,Full Replication,Distributing,0.48429194,2.52752338,-0.8083926962527247,3.852970715354511e-05,140.08609980379302,18.58,Equities
UBS ETF – MSCI Pacific (ex Japan) UCITS ETF (USD) A-dis,LU0446734526,UBS-ETF,Full Replication,Distributing,0.47780012,0.531093677,-0.10034681132157408,3.801322545555623e-05,120.53629045000001,36.55,Equities
ComStage MSCI Europe Mid Cap TRN UCITS ETF,LU0392496260,ComStage ETF,Swap-based,Accumulating,0.47113419,0.02295398,19.52516339214376,3.748289176714913e-05,15.05693575,20.74,Equities
SPDR MSCI Emerging Markets UCITS ETF,IE00B469F816,SPDR,Optimised,Accumulating,0.461917815,3.35482441,-0.8623123721101099,3.674964762154709e-05,100.1209927943604,42.78,Equities
Amundi ETF MSCI World Financials UCITS ETF - EUR,FR0010791152,Amundi ETF,Swap-based,Acc / Distr,0.45766009999999996,0.07464466,5.131183396106298,3.6410908735879784e-05,160.9267704,32.98,Equities
Amundi ETF S&P 500 Buyback UCITS ETF,FR0012395473,Amundi ETF,Swap-based,Accumulating,0.45635662,0.11813856,2.8628930300149245,3.630720537323348e-05,64.421352,27.59,Equities
UBS ETF – MSCI North America Socially Responsible UCITS ETF (USD) A-dis,LU0629460089,UBS-ETF,Full Replication,Distributing,0.45565644,2.6729666,-0.8295315624220669,3.6251499861482104e-05,150.60497502,36.39,Equities
db x-trackers FTSE 100 UCITS ETF (DR),LU0838780707,db X-trackers,Full Replication,Accumulating,0.448133934,0.823944841,-0.45611173017830686,3.56530179762771e-05,69.432359328,40.83,Equities
ComStage STOXX Europe 600 Chemicals NR UCITS ETF,LU0378435555,ComStage ETF,Swap-based,Accumulating,0.44672703,0.5352825400000001,-0.16543694849452784,3.554108631969585e-05,15.03806616,11.41,Equities
ComStage MSCI Pacific ex Japan TRN UCITS ETF,LU0392495296,ComStage ETF,Swap-based,Accumulating,0.445679303,1.916943563,-0.7675052559698128,3.545773037021037e-05,17.94997587,40.56,Equities
Amundi ETF MSCI Switzerland UCITS ETF - EUR,FR0010655753,Amundi ETF,Swap-based,Acc / Distr,0.44272187,0.74243,-0.40368537101140844,3.522244041800462e-05,120.53484295999999,13.96,Equities
CSOP Source FTSE China A50 UCITS ETF,DE000A1XES83,Source Markets,Full Replication,Accumulating,0.44173578999999996,1.4772314,-0.7009704843804431,3.5143989032606856e-05,16.9546083793317,57.45,Equities
Deka MSCI Europe MC UCITS ETF,DE000ETFL292,Deka ETFs,Full Replication,Distributing,0.435089025,0.05125982,7.487915583784726,3.461518008945486e-05,11.501881359999999,25.43,Equities
Source Morningstar US Energy Infrastructure MPL UCITS ETF,DE000A119M42,Source Markets,Swap-based,Distributing,0.4288701,0.86954637,-0.5067886948915674,3.412040960233946e-05,148.92330531,35.61,Equities
UBS ETFs plc - MSCI USA Growth SF UCITS ETF (USD) A-acc,IE00B5ST4671,UBS-ETF,Swap-based,Accumulating,0.41827140407289,0.365613583761263,0.14402588593647891,3.327718960102988e-05,38.4252957926865,26.99,Equities
iShares Global Timber & Forestry UCITS ETF,DE000A0NA0H3,iShares,Full Replication,Distributing,0.41024528499999996,0.274223349,0.4960260914908452,3.2638640841663916e-05,65.02245878388929,47.39,Equities
Lyxor UCITS ETF MSCI Taiwan ,FR0010444786,Lyxor ETF,Swap-based,Accumulating,0.395902115,0.397118065,-0.003061935749510747,3.1497514809804887e-05,36.03593724,54.61,Equities
Lyxor UCITS ETF SG Global Quality Income NTR,LU0832436512,Lyxor ETF,Swap-based,Distributing,0.39491986,2.39002799,-0.8347634999872952,3.141936773698739e-05,159.7581973,56.71,Equities
iShares EURO Total Market Value Large UCITS ETF,DE000A0HG2N9,iShares,Full Replication,Distributing,0.39268502,7.795625867,-0.9496275184700318,3.12415664489151e-05,95.86160972,15.94,Equities
HSBC MSCI Europe UCITS ETF ,DE000A1C22L5,HSBC ETFs,Full Replication,Distributing,0.3923,0.2380698,0.6478360548040951,3.121093470260056e-05,244.557304,32.94,Equities
Amundi ETF MSCI World Low Carbon UCITS ETF - EUR,FR0012657963,Amundi ETF,Swap-based,Distributing,0.39197875,0.35602,0.10100205044660404,3.118537642380063e-05,116.41345788,35.57,Equities
UBS (Irl) ETF plc - MSCI World UCITS ETF (USD) A-dis,IE00B7KQ7B66,UBS-ETF,Full Replication,Distributing,0.39152961,1.0581103200000002,-0.629972789604774,3.114964336437589e-05,41.030920817363096,15.1,Equities
SPDR S&P U.S. Materials Select Sector UCITS ETF,IE00BWBXM831,SPDR,Full Replication,Accumulating,0.387570555,0.122047,2.1755844469753454,3.083466552321095e-05,4.3009111609253,140.16,Equities
db x-trackers MSCI Singapore IM Index UCITS ETF (DR),LU0659578842,db X-trackers,Full Replication,Accumulating,0.386885136,2.025858699,-0.8090265939125105,3.078013437956344e-05,18.468420174,77.39,Equities
WisdomTree Emerging Markets Equity Income UCITS ETF,DE000A14NDZ0,WisdomTree ETFs,Optimised,Distributing,0.38500388,0.36804889,0.046067222210614434,3.0630463825969565e-05,14.250575950175499,71.13,Equities
ComStage ShortMDAX UCITS ETF,LU1104582231,ComStage ETF,Swap-based,Accumulating,0.37998411,0.99129337,-0.6166784511027246,3.0231096725046615e-05,30.00339911,112.24,Equities
db x-trackers MSCI AC Far East ex Japan Index UCITS ETF (DR) (EUR hedged),IE00BGDWNL65,db X-trackers,Optimised,Accumulating,0.37650006,0.33944390999999996,0.10916722589013328,2.9953909732819762e-05,17.795076,88.25,Equities
Deka MSCI Europe LC UCITS ETF,DE000ETFL086,Deka ETFs,Full Replication,Distributing,0.37462696999999995,1.6236661499999998,-0.7692709366392839,2.980488885675018e-05,32.4321567,20.45,Equities
Ossiam Shiller Barclays Cape Europe Sector Value TR - UCITS ETF 1C (EUR),LU1079842321,Ossiam,Swap-based,Accumulating,0.37361478000000004,0.16198409,1.3064905942305818,2.9724360189922185e-05,58.0995456,21.05,Equities
iShares MSCI EMU Mid Cap UCITS ETF,IE00BCLWRD08,iShares,Optimised,Accumulating,0.37208068,0.90793422,-0.5901898267475809,2.96023089665542e-05,239.22595156,25.17,Equities
SPDR S&P U.S. Consumer Discretionary Select Sector UCITS ETF,IE00BWBXM278,SPDR,Full Replication,Accumulating,0.362977325,0.29246565,0.2410938686303845,2.8878056561559063e-05,8.6218078914495,128.91,Equities
HSBC MSCI South Africa UCITS ETF,DE000A1JF7M8,HSBC ETFs,Full Replication,Distributing,0.35647723,0.70104472,-0.4915057202056953,2.8360916514131837e-05,5.386298582999999,43.28,Equities
db x-trackers Mittelstand & MidCap Germany UCITS ETF (DR),IE00B9MRJJ36,db X-trackers,Full Replication,Distributing,0.35516777,5.026179679999999,-0.9293364358991638,2.8256737389595343e-05,40.12092,34.24,Equities
SPDR MSCI Europe Consumer Discretionary UCITS ETF,IE00BKWQ0C77,SPDR,Full Replication,Accumulating,0.35395088,0.34657953999999996,0.021268826197876622,2.815992302729545e-05,133.48193168,28.51,Equities
Lyxor UCITS ETF Pan Africa ,FR0010636464,Lyxor ETF,Swap-based,Accumulating,0.351452668,0.8434201659999999,-0.5833006108132348,2.7961168167225983e-05,48.19545295,73.76,Equities
SPDR MSCI Europe Health CareSM UCITS ETF,IE00BKWQ0H23,SPDR,Full Replication,Accumulating,0.35079023,1.26865776,-0.7234949873321234,2.7908465365384223e-05,122.79748529000001,25.61,Equities
Amundi ETF MSCI Europe Industrials UCITS ETF,FR0010688218,Amundi ETF,Swap-based,Acc / Distr,0.34986742,0.41456564,-0.15606266838708593,2.7835047668078825e-05,35.038837699999995,16.26,Equities
SPDR S&P U.S. Financials Select Sector UCITS ETF,IE00BWBXM500,SPDR,Full Replication,Accumulating,0.34943,0.39712703000000005,-0.12010522174730842,2.7800247038311785e-05,10.724294126750799,35.2,Equities
HSBC MSCI Pacific ex Japan UCITS ETF ,DE000A1C22P6,HSBC ETFs,Full Replication,Distributing,0.34927620000000004,1.376194625,-0.7462014502490881,2.7788010888025628e-05,82.54253188,34.49,Equities
Lyxor UCITS ETF STOXX Europe 600 Automobiles & Parts ,FR0010344630,Lyxor ETF,Swap-based,Accumulating,0.3469193,0.568326905,-0.3895779049911424,2.7600498647392027e-05,40.493286270000006,42.81,Equities
Lyxor UCITS ETF Australia (S&P ASX 200)  ,LU0496786905,Lyxor ETF,Swap-based,Distributing,0.34324161999999997,1.2478968400000001,-0.7249439144344656,2.7307906676102044e-05,27.654793129999998,31.37,Equities
UBS ETFs plc - MSCI Emerging Markets SF UCITS ETF (USD) A-acc,IE00B3Z3FS74,UBS-ETF,Swap-based,Accumulating,0.342552744520885,0.021368297857161697,15.03088588575045,2.7253100538970054e-05,1738.3011019805099,56.06,Equities
Source STOXX Eurozone Exporters UCITS ETF,IE00BWFDP571,Source Markets,Swap-based,Accumulating,0.33589655,0.10095286,2.327261357429596,2.6723541394032125e-05,20.685241100000002,16.09,Equities
Amundi ETF MSCI Europe Minimum Volatility UCITS ETF,FR0010713768,Amundi ETF,Swap-based,Acc / Distr,0.331724532,0.44981401899999995,-0.26252958336543075,2.639162046266309e-05,47.95739880000001,15.94,Equities
FTSE EPRA Eurozone THEAM Easy UCITS ETF,LU0192223062,EasyETF,Swap-based,Distributing,0.33106938,0.433591911,-0.2364493626358264,2.6339497326562456e-05,507.89620916,24.14,Equities
iShares MSCI AC Far East ex-Japan Small Cap UCITS ETF,DE000A0RFEF2,iShares,Optimised,Distributing,0.326850029,0.396936353,-0.17656816633270178,2.600381063640606e-05,54.41446837028509,70.87,Equities
PowerShares FTSE RAFI Europe UCITS ETF,IE00B23D8X81,PowerShares,Full Replication,Distributing,0.323896728,0.148912522,1.1750805348659665,2.5768849421345844e-05,8.264709183,58.73,Equities
iShares FactorSelect MSCI World UCITS ETF,IE00BZ0PKT83,iShares,Full Replication,Accumulating,0.323741965,0.084539708,2.8294663260488195,2.5756536655892416e-05,14.3524559782204,80.01,Equities
Lyxor UCITS ETF MSCI World Consumer Staples TR ,LU0533032263,Lyxor ETF,Swap-based,Accumulating,0.32348097,0.689243866,-0.5306726893671042,2.5735772195268642e-05,104.6390578,61.95,Equities
ComStage EURO STOXX 50 Daily Short GR UCITS ETF,LU0392496856,ComStage ETF,Swap-based,Accumulating,0.32088364,1.29135743,-0.7515144664479144,2.55291316216487e-05,16.29453841,16.83,Equities
iShares MSCI Emerging Markets Islamic UCITS ETF,DE000A0NA0M3,iShares,Optimised,Distributing,0.31942485,0.20992734,0.5215971869123859,2.5413071974861017e-05,19.9898257553117,63.98,Equities
iShares Dow Jones Europe Sustainability Screened UCITS ETF,DE000A1JB4N7,iShares,Full Replication,Accumulating,0.31828859000000004,0.5944625600000001,-0.46457756734082634,2.5322672442194242e-05,243.38675953999999,26.08,Equities
Lyxor UCITS ETF FTSE EPRA/NAREIT Developed Europe,FR0010833558,Lyxor ETF,Swap-based,Distributing,0.3164053,0.04728971,5.690785373815995,2.517284006591063e-05,17.39979081,68.71,Equities
SPDR MSCI Europe Small Cap Value Weighted UCITS ETF,IE00BSPLC298,SPDR,Optimised,Accumulating,0.31386878999999995,1.14856609,-0.726729882822851,2.4971038261213983e-05,109.91671368,34.74,Equities
WisdomTree Europe SmallCap Dividend UCITS ETF,DE000A14ND46,WisdomTree ETFs,Full Replication,Distributing,0.31278701000000003,1.06050921,-0.7050596005667881,2.48849730943963e-05,32.80053755,59.01,Equities
iShares MSCI Chile UCITS ETF,IE00B5NLL897,iShares,Full Replication,Accumulating,0.312483939,0.15448476,1.022749292551576,2.486086111583078e-05,14.6477450509895,92.22,Equities
db x-trackers SLI UCITS ETF,LU0322248146,db X-trackers,Swap-based,Distributing,0.31136503000000004,1.6838208899999998,-0.81508423381064,2.477184200867516e-05,40.5212747355,24.42,Equities
UBS ETF – MSCI Turkey UCITS ETF (EUR) A-dis,LU0629459404,UBS-ETF,Full Replication,Distributing,0.30981763,0.10880727999999999,1.8473979866053085,2.4648732652675147e-05,5.73477896,71.88,Equities
db x-trackers MSCI EUROPE INDEX UCITS ETF (DR),LU1242369327,db X-trackers,Full Replication,Distributing,0.30941071000000003,,,2.461635856766576e-05,4.970413714079999,19.2,Equities
ComStage PSI 20 Leverage UCITS ETF,LU0444605306,ComStage ETF,Swap-based,Accumulating,0.30106019,0.399306865,-0.24604304010651057,2.3952000845379854e-05,24.27828598,156.07,Equities
ComStage STOXX Europe 600 Travel & Leisure NR UCITS ETF,LU0378437254,ComStage ETF,Swap-based,Accumulating,0.29528384,0.12860492,1.2960539923355965,2.349244111387497e-05,10.858578900000001,9.73,Equities
iShares MSCI UK UCITS ETF,IE00B539F030,iShares,Full Replication,Accumulating,0.29303557,0.72213448,-0.5942091423193088,2.3313571350520865e-05,144.788072521056,41.98,Equities
Lyxor UCITS ETF STOXX Europe 600 Travel & Leisure ,FR0010344838,Lyxor ETF,Swap-based,Accumulating,0.28642778,1.1828735,-0.7578542591409816,2.278786321333377e-05,29.3109708,22.6,Equities
UBS (Irl) ETF plc - Factor MSCI USA Low Volatility UCITS ETF (USD) A-dis,IE00BX7RQY03,UBS-ETF,Full Replication,Distributing,0.2859,0,,2.2745873646376495e-05,2.84719614499,50,Equities
UBS (Irl) ETF plc - Factor MSCI USA Prime Value UCITS ETF (USD) A-dis,IE00BX7RR706,UBS-ETF,Full Replication,Distributing,0.2845,0,,2.2634491264057754e-05,2.8618373499488,50.08,Equities
Amundi ETF MSCI Europe High Dividend UCITS ETF,FR0010718874,Amundi ETF,Swap-based,Acc / Distr,0.28129882,0.10662769,1.6381404305016831,2.23798090821784e-05,35.93563958,14.49,Equities
ComStage MSCI Europe Large Cap TRN UCITS ETF,LU0392496187,ComStage ETF,Swap-based,Accumulating,0.27398028999999996,0.03240385,7.455177085438921,2.1797555291841864e-05,7.6843153200000005,9.98,Equities
SPDR MSCI USA Small Cap Value Weighted UCITS ETF,IE00BSPLC413,SPDR,Optimised,Accumulating,0.27075513,0.88359765,-0.6935764485113785,2.154096528887108e-05,58.507267332948196,50.4,Equities
db x-trackers MSCI EM Healthcare Index UCITS ETF,LU0592216989,db X-trackers,Swap-based,Accumulating,0.264454229,0.864206145,-0.6939917280963097,2.1039672885917853e-05,18.93478227501,105.55,Equities
iShares MSCI World Islamic UCITS ETF,DE000A0NA0L5,iShares,Optimised,Distributing,0.25988378,0.07468697,2.479640156777012,2.0676053244570502e-05,91.03189371863209,50.14,Equities
PowerShares S&P 500 High Dividend Low Volatility UCITS ETF,IE00BWTN6Y99,PowerShares,Full Replication,Distributing,0.25283064,0.04481767,4.641316025576519,2.0114913575979373e-05,10.408523129999999,59.6,Equities
Source STOXX Europe Mid 200 UCITS ETF,IE00B60SX063,Source Markets,Swap-based,Accumulating,0.25217561,0.83579861,-0.6982818504567745,2.006280014605777e-05,146.84088963999997,29.8,Equities
Lyxor UCITS ETF MSCI World Materials TR ,LU0533033824,Lyxor ETF,Swap-based,Accumulating,0.24765385,0.55813661,-0.5562845268293725,1.9703054145290933e-05,40.93232763,58.89,Equities
iShares MSCI World Size Factor UCITS ETF,IE00BP3QZD73,iShares,Full Replication,Accumulating,0.24703392999999998,0.05574254,3.431694895855122,1.9653734026400195e-05,21.271298618081598,46.67,Equities
WisdomTree Emerging Asia Equity Income UCITS ETF,DE000A140SG3,WisdomTree ETFs,Optimised,Distributing,0.24649127499999998,,,1.9610561021630784e-05,2.1424573,67,Equities
HSBC MSCI Turkey UCITS ETF,DE000A1H49V6,HSBC ETFs,Full Replication,Distributing,0.244754341,0.00024272,,1.9472372559594773e-05,7.793675137,61.39,Equities
iShares EURO STOXX 50 ex Financials UCITS ETF,IE00BD5J2G21,iShares,Full Replication,Accumulating,0.2433085,5.063612969999999,-0.9519496254074884,1.93573431202847e-05,46.5465566,20.85,Equities
HSBC FTSE 100 UCITS ETF ,DE000A1C0BC5,HSBC ETFs,Full Replication,Distributing,0.24318,0.27180509999999997,-0.1053148009364061,1.934711980876473e-05,225.71989,36.26,Equities
Lyxor UCITS ETF New Energy ,FR0010524777,Lyxor ETF,Swap-based,Distributing,0.24286501000000002,0.035979040000000004,5.750180382800653,1.932205956833146e-05,40.95490549,81.39,Equities
Lyxor UCITS ETF Germany Mid Cap MDAX,FR0011857234,Lyxor ETF,Swap-based,Distributing,0.23011776,0.08265080999999999,1.7842166338115746,1.8307903087608224e-05,10.99602555,26.82,Equities
db x-trackers MSCI GCC Select Index UCITS ETF,IE00BQXKVQ19,db X-trackers,Swap-based,Accumulating,0.21539465,0.07423458000000001,1.9015406297173092,1.7136549468364773e-05,40.46794906102362,224,Equities
ComStage MSCI Russia 30% Capped TRN UCITS ETF,LU0392495536,ComStage ETF,Swap-based,Accumulating,0.213572133,0.226298627,-0.05623761031479879,1.6991552121738774e-05,9.185087769999999,66.97,Equities
db x-trackers FTSE Developed Europe Ex UK Property UCITS ETF (DR),IE00BP8FKB21,db X-trackers,Full Replication,Accumulating,0.20920039999999998,0.03461653,5.043367142807208,1.6643742095737745e-05,195.2222955,45.02,Equities
iShares Emerging Market Infrastructure UCITS ETF,DE000A0RFFS2,iShares,Full Replication,Distributing,0.20728607000000002,0.5701082900000001,-0.6364093039236458,1.649144021292044e-05,76.2807578522628,70.89,Equities
UBS ETF - MSCI Emerging Markets Socially Responsible UCITS ETF (USD),LU1048313891,UBS-ETF,Full Replication,Distributing,0.20390395,0.2015017,0.011921735647887788,1.6222362653714833e-05,25.21098997,122.11,Equities
iShares Agribusiness UCITS ETF,DE000A1JS9B2,iShares,Full Replication,Accumulating,0.20203416,0.11096397999999999,0.8207183988894415,1.607360432183215e-05,26.721794153014798,55.06,Equities
WisdomTree US Equity Income UCITS ETF,DE000A14ND12,WisdomTree ETFs,Full Replication,Distributing,0.20023928,0.06341273,2.157714231826953,1.593080574299197e-05,8.709117288291099,28.51,Equities
ROBO-STOX Global Robotics and Automation GO UCITS ETF,DE000A12GJD2,ETF Securities,Swap-based,Accumulating,0.200215845,0.06265026,2.1957703766911743,1.5928941281470798e-05,36.163205,65.69,Equities
WisdomTree Europe Equity Income UCITS ETF,DE000A14ND38,WisdomTree ETFs,Full Replication,Distributing,0.19856578,0.652397305,-0.6956367255379756,1.5797664016698822e-05,21.713998420000003,38.86,Equities
db x-trackers DJ Islamic Market Titans 100 UCITS ETF,LU0328475529,db X-trackers,Swap-based,Accumulating,0.197247878,2.05126484,-0.9038408526516741,1.5692813256396943e-05,21.547432246755,49.69,Equities
Lyxor ETF UCITS Canada (S&P TSX 60) ,LU0496786731,Lyxor ETF,Swap-based,Distributing,0.19537928200000002,0.65984283,-0.7039002727361605,1.554414991777461e-05,69.84484878,73.46,Equities
Amundi ETF MSCI Europe Banks UCITS ETF,FR0010688176,Amundi ETF,Swap-based,Acc / Distr,0.192693392,0.08520119999999999,1.2616276766054941,1.5330463612884557e-05,27.862698719999997,15.58,Equities
ComStage MSCI USA Mid Cap TRN UCITS ETF,LU0392495965,ComStage ETF,Swap-based,Accumulating,0.190428559,11.50003466,-0.9834410447768164,1.5150276116388777e-05,34.42591801,27.59,Equities
db x-trackers MSCI Bangladesh IM Index UCITS ETF,LU0659579220,db X-trackers,Swap-based,Accumulating,0.188037215,0.28307,-0.3357218532518458,1.4960023550914764e-05,19.26745505224,285.53,Equities
Amundi ETF MSCI Italy UCITS ETF,FR0010655720,Amundi ETF,Swap-based,Acc / Distr,0.18637220000000002,0.1219916,0.5277461726872998,1.4827556881417313e-05,58.42617088,22.75,Equities
PowerShares FTSE RAFI All-World 3000 UCITS ETF,IE00B23LNQ02,PowerShares,Optimised,Distributing,0.18038805,0.28319934999999996,-0.3630350846497352,1.4351464822022544e-05,20.19601496,48.8,Equities
ETFS ISE Cyber Security GO UCITS ETF,DE000A14ZT85,ETF Securities,Full Replication,Accumulating,0.17473984,,,1.3902099760853604e-05,15.198,235.7,Equities
Lyxor UCITS ETF FTSE EPRA/NAREIT Global Developed,FR0010833574,Lyxor ETF,Swap-based,Distributing,0.172389557,0.21415957,-0.19504154308864174,1.3715113961094154e-05,45.020878700000004,60.53,Equities
ComStage STOXX Europe 600 Insurance NR UCITS ETF,LU0378436108,ComStage ETF,Swap-based,Accumulating,0.166803,0.06922984,1.4094090062897733,1.3270653941365997e-05,12.62106551,10.98,Equities
db x-trackers CSI 300 Energy UCITS ETF,LU0781022172,db X-trackers,Swap-based,Accumulating,0.16089917499999998,0.257533673,-0.3752305353871144,1.2800952446156765e-05,0.6546022566249999,226.81,Equities
Source Goldman Sachs Equity Factor World UCITS ETF (GS EFI World ETF),DE000A1XES75,Source Markets,Swap-based,Accumulating,0.1590791,0.20334479,-0.21768784929281937,1.265614938222907e-05,565.07560668,27.26,Equities
Source STOXX Japan Exporters UCITS ETF (EUR Hedged),IE00BWFDP803,Source Markets,Swap-based,Accumulating,0.15245985,0,,1.2129529500683852e-05,1.1453711580000001,31.6,Equities
ComStage MSCI Japan 100% Daily Hedged Euro UCITS ETF,LU1033694107,ComStage ETF,Swap-based,Accumulating,0.15201101,0.073178465,1.0772642607357232,1.2093820308912466e-05,8.627105890000001,15.66,Equities
ComStage MSCI EM Eastern Europe TRN UCITS ETF,LU0392495379,ComStage ETF,Swap-based,Accumulating,0.14657952,0.596273744,-0.7541741163769908,1.1661697240526465e-05,12.252147019999999,56.03,Equities
Lyxor UCITS ETF MSCI World Industrials TR ,LU0533033402,Lyxor ETF,Swap-based,Accumulating,0.142704032,0,,1.135336789332098e-05,71.17649718000001,57.97,Equities
Lyxor UCITS ETF MSCI EMU Value ,FR0010168781,Lyxor ETF,Swap-based,Distributing,0.137354586,0.07381592,0.8607718497581553,1.0927772150774235e-05,276.3532125,39.22,Equities
Amundi ETF Global Equity Multi Smart Allocation Scientific Beta UCITS ETF - EUR,FR0011829084,Amundi ETF,Swap-based,Acc / Distr,0.13727881,0.42025691,-0.6733455019216698,1.0921743499772388e-05,435.28224864,37.76,Equities
ComStage STOXX Europe 600 Retail NR UCITS ETF,LU0378436876,ComStage ETF,Swap-based,Accumulating,0.13286429,0.073297,0.812683875192709,1.0570529389491164e-05,7.0137899599999995,10.67,Equities
db x-trackers FTSE All-Share UCITS ETF (DR),LU0292097747,db X-trackers,Optimised,Distributing,0.132648191,0.005891399,21.515567355054376,1.0553336802750667e-05,171.40442771743858,34.41,Equities
Lyxor J.P. Morgan Multi-Factor Europe Index UCITS ETF,LU1290894820,Lyxor ETF,Swap-based,Accumulating,0.1309869,,,1.0421166410390182e-05,10.80191708,25.79,Equities
